variable,before,after
American Kestrel,2.447893415,-1.147795144
American Kestrel,2.673960172,-0.807520113
American Kestrel,1.366503137,-0.747802273
American Kestrel,1.937891718,-0.70188136
American Kestrel,1.9002728,-0.811469404
American Kestrel,2.063625798,-0.82661126
American Kestrel,2.055603114,-0.687303752
American Kestrel,2.352530761,-1.028793493
American Kestrel,2.375703416,-1.069700737
American Kestrel,1.625813442,-0.843817489
American Kestrel,2.161924843,-0.644716995
American Kestrel,1.558165079,-1.143068505
American Kestrel,2.680315006,-1.206482623
American Kestrel,2.424279537,-1.100780523
American Kestrel,2.036352102,-1.020531975
American Kestrel,1.851753256,-0.975572579
American Kestrel,2.491362123,-0.807685609
American Kestrel,2.017859057,-0.830310816
American Kestrel,1.69855857,-0.696793641
American Kestrel,2.504320489,-1.001380826
American Kestrel,1.660234548,-0.775843776
American Kestrel,2.404521823,-0.945403378
American Kestrel,2.333587778,-1.019373807
American Kestrel,2.761098167,-1.146448118
American Kestrel,2.407619255,-1.186632721
American Kestrel,2.749921117,-0.703536885
American Kestrel,2.090813575,-0.87023751
American Kestrel,1.246233262,-0.92291909
American Kestrel,1.8245408,-1.11179189
American Kestrel,1.888062614,-0.756272627
American Kestrel,1.447362862,-0.959776472
American Kestrel,2.310579563,-1.419352376
American Kestrel,2.468091665,-0.997661697
American Kestrel,1.776089576,-0.800277669
American Kestrel,1.8740321,-1.204465838
American Kestrel,2.396971361,-0.81866218
American Kestrel,1.567164187,-0.893363099
American Kestrel,1.38942275,-0.890089562
American Kestrel,2.378333914,-0.873061378
American Kestrel,1.92647627,-1.16880842
American Kestrel,2.193742701,-1.117998281
American Kestrel,2.216329502,-1.292877019
American Kestrel,1.343096243,-0.769845237
American Kestrel,2.65794062,-1.276411239
American Kestrel,1.931533178,-1.278854673
American Kestrel,2.201592023,-0.984223566
American Kestrel,1.77734061,-1.074087118
American Kestrel,1.83887852,-1.138800165
American Kestrel,1.928624236,-0.954425339
American Kestrel,2.123197346,-1.12382701
American Kestrel,1.565270752,-0.842275053
American Kestrel,2.724405559,-0.761148304
American Kestrel,2.089256784,-1.197859519
American Kestrel,2.570649726,-0.789843785
American Kestrel,2.132515139,-0.807983939
American Kestrel,2.325123935,-0.969919192
American Kestrel,1.921979555,-0.732064981
American Kestrel,1.260792636,-1.201694752
American Kestrel,2.483099653,-1.05532703
American Kestrel,2.36226143,-1.237195409
American Kestrel,1.792277228,-0.800927798
American Kestrel,3.052930878,-0.838122409
American Kestrel,1.345678018,-0.876315438
American Kestrel,2.040389742,-1.173518445
American Kestrel,2.373614557,-1.164443731
American Kestrel,1.133792947,-1.314404223
American Kestrel,2.538582944,-1.199599497
American Kestrel,1.952551894,-0.793621958
American Kestrel,1.962573593,-1.132390906
American Kestrel,2.179335786,-1.306109737
American Kestrel,2.044808383,-1.343732358
American Kestrel,2.151728053,-1.21532124
American Kestrel,2.130358405,-1.388695525
American Kestrel,1.362837726,-1.239535625
American Kestrel,2.249582292,-1.215235533
American Kestrel,1.170927145,-0.851022614
American Kestrel,1.9555565,-1.462534107
American Kestrel,1.99143208,-1.41119542
American Kestrel,1.692342523,-1.205497389
American Kestrel,2.002785949,-0.978952657
American Kestrel,1.587591165,-1.184550402
American Kestrel,2.069357439,-1.064136366
American Kestrel,1.599307947,-0.990332514
American Kestrel,1.941183383,-0.92605123
American Kestrel,1.925362729,-1.079302928
American Kestrel,2.071802579,-0.972151952
American Kestrel,1.893842575,-0.763538604
American Kestrel,1.38157981,-1.277468571
American Kestrel,2.32429187,-1.055227068
American Kestrel,2.256941186,-0.993051028
American Kestrel,1.665556877,-0.917282988
American Kestrel,1.479693856,-1.22334617
American Kestrel,1.533004784,-1.03453387
American Kestrel,1.978016774,-1.000783955
American Kestrel,1.796161725,-0.931803011
American Kestrel,2.968069937,-1.10244207
American Kestrel,1.872374064,-1.000795355
American Kestrel,1.989071851,-0.763708861
American Kestrel,1.838122649,-1.000969428
American Kestrel,1.752962285,-1.143937197
American Kestrel,1.65839467,-1.000349411
American Kestrel,1.639485921,-1.053529973
American Kestrel,1.053372924,-1.213300227
American Kestrel,1.944014462,-1.013303491
American Kestrel,2.501994026,-1.010471803
American Kestrel,1.632607376,-0.715942775
American Kestrel,1.160336005,-1.158814207
American Kestrel,2.209529439,-0.722354267
American Kestrel,1.717283807,-1.135737865
American Kestrel,1.40585377,-1.130675267
American Kestrel,1.951422289,-1.064099718
American Kestrel,2.287808951,-1.385102755
American Kestrel,2.060352119,-1.039568641
American Kestrel,2.491839142,-0.625799039
American Kestrel,2.878919116,-1.039113365
American Kestrel,1.925148666,-0.968294405
American Kestrel,2.148069886,-1.120975729
American Kestrel,2.939104161,-0.849058176
American Kestrel,1.709967767,-0.667796362
American Kestrel,1.952703706,-0.727706438
American Kestrel,2.371500859,-0.790255224
American Kestrel,1.76314047,-1.280857629
American Kestrel,1.583984765,-1.005395634
American Kestrel,2.06424418,-0.859903255
American Kestrel,1.209091856,-0.934616948
American Kestrel,2.076506849,-1.168438278
American Kestrel,2.146626858,-1.251659377
American Kestrel,1.637608438,-1.077561547
American Kestrel,2.68723023,-1.007556047
American Kestrel,2.370919367,-1.111923629
American Kestrel,2.19865201,-1.14170137
American Kestrel,2.18932644,-1.432947344
American Kestrel,2.040780505,-1.080492306
American Kestrel,2.048343347,-0.989495404
American Kestrel,1.851119817,-1.320055806
American Kestrel,1.956761382,-1.282679233
American Kestrel,2.027860417,-1.477498472
American Kestrel,1.827689144,-0.912280579
American Kestrel,1.798853572,-0.974719474
American Kestrel,1.739214176,-0.939077242
American Kestrel,1.869724664,-1.100579663
American Kestrel,2.498285543,-0.958599839
American Kestrel,2.011118313,-0.897217784
American Kestrel,2.072456566,-0.86209845
American Kestrel,1.266078068,-0.939603149
American Kestrel,2.62062603,-0.978486166
American Kestrel,1.629729107,-1.021022207
American Kestrel,1.972534028,-1.05470612
American Kestrel,2.240817058,-1.217902206
American Kestrel,2.012811454,-0.924805973
American Kestrel,2.071081033,-1.131823875
American Kestrel,2.242537101,-0.898620085
American Kestrel,2.770932509,-0.806182321
American Kestrel,1.977319804,-0.977242308
American Kestrel,1.567047188,-0.978523292
American Kestrel,2.306855505,-1.211617038
American Kestrel,2.021961524,-1.13263191
American Kestrel,1.981560168,-1.163728847
American Kestrel,2.21624332,-1.271812108
American Kestrel,2.301658579,-0.705734022
American Kestrel,2.212758555,-0.850224713
American Kestrel,2.638530602,-0.819003829
American Kestrel,2.354212856,-1.40408445
American Kestrel,2.450578372,-1.314379305
American Kestrel,2.510034133,-0.666119164
American Kestrel,2.351405162,-1.107401942
American Kestrel,2.122789677,-0.712136923
American Kestrel,1.907888522,-1.26394871
American Kestrel,1.398161205,-0.958179156
American Kestrel,1.975199355,-0.923731488
American Kestrel,1.661328747,-0.750840288
American Kestrel,2.096986094,-1.032901173
American Kestrel,2.597478428,-0.890038423
American Kestrel,2.120337352,-0.917249886
American Kestrel,2.308756455,-1.086720718
American Kestrel,2.269420924,-1.031698265
American Kestrel,2.173233836,-1.023337203
American Kestrel,1.955741301,-1.103521437
American Kestrel,2.610546751,-0.857439232
American Kestrel,2.026573886,-1.415547949
American Kestrel,2.777191073,-0.744964479
American Kestrel,1.608806847,-0.791131155
American Kestrel,1.936154592,-0.818072029
American Kestrel,2.306370706,-0.955562593
American Kestrel,2.473202665,-0.822334333
American Kestrel,1.872430485,-1.002853644
American Kestrel,2.224305598,-1.081459811
American Kestrel,2.49449867,-1.005022601
American Kestrel,2.172891291,-1.253515567
American Kestrel,2.434467087,-0.783589646
American Kestrel,1.507209612,-0.895900279
American Kestrel,1.676875898,-1.03246305
American Kestrel,1.864368169,-0.989945173
American Kestrel,1.741023792,-0.964099732
American Kestrel,2.847494949,-1.07107855
American Kestrel,3.158987716,-1.102592975
American Kestrel,1.458896733,-1.052477528
American Kestrel,1.996154909,-0.824304731
American Kestrel,2.904477554,-1.063651771
American Kestrel,1.603921191,-0.950814743
American Kestrel,1.523365771,-1.188400462
American Kestrel,1.856777748,-0.98029631
American Kestrel,2.118129434,-1.104998116
American Kestrel,1.838039546,-1.302232811
American Kestrel,1.696704535,-1.058008354
American Kestrel,2.099806685,-0.926662265
American Kestrel,1.835439454,-0.716505873
American Kestrel,2.344123771,-1.351782306
American Kestrel,1.582051515,-0.758446175
American Kestrel,2.127410767,-0.896725235
American Kestrel,2.538058201,-1.199367902
American Kestrel,2.590913681,-1.264603799
American Kestrel,2.253470304,-0.907750761
American Kestrel,2.568462295,-1.326180088
American Kestrel,2.417979141,-1.112899302
American Kestrel,1.745145793,-1.004232599
American Kestrel,1.863841973,-1.23015952
American Kestrel,2.157962132,-0.928542135
American Kestrel,1.868719708,-1.027328227
American Kestrel,3.224472917,-1.086712569
American Kestrel,1.993178989,-1.144342453
American Kestrel,2.101023172,-1.040389792
American Kestrel,2.379475759,-1.047700983
American Kestrel,1.77055979,-1.029346162
American Kestrel,1.683927785,-0.886415549
American Kestrel,1.856898946,-0.922130415
American Kestrel,1.060702359,-0.667120328
American Kestrel,2.791567897,-0.977266835
American Kestrel,1.718680868,-1.382847106
American Kestrel,1.556459835,-0.788929071
American Kestrel,2.109357683,-1.371632653
American Kestrel,2.050620055,-0.956313799
American Kestrel,1.09186808,-1.07477764
American Kestrel,2.391748794,-1.15250087
American Kestrel,1.751668941,-0.96698304
American Kestrel,2.267034683,-1.353739392
American Kestrel,2.399671799,-1.260962752
American Kestrel,1.682720201,-1.15884117
American Kestrel,2.296617501,-1.126398621
American Kestrel,2.677723615,-1.051582477
American Kestrel,2.645346095,-1.14478141
American Kestrel,2.918396254,-0.67747668
American Kestrel,2.231756318,-1.016602918
American Kestrel,1.687920786,-0.979224605
American Kestrel,1.34527245,-0.818726713
American Kestrel,2.742119423,-0.870250879
American Kestrel,2.540656359,-1.091768441
American Kestrel,2.214623544,-0.809013977
American Kestrel,1.966564246,-1.057920171
American Kestrel,2.481933815,-1.138476053
American Kestrel,2.559022697,-1.241523667
American Kestrel,1.939983773,-0.986226695
American Kestrel,1.788246941,-1.000561529
American Kestrel,2.302967314,-0.890296121
American Kestrel,1.448506009,-1.27302425
American Kestrel,0.941764989,-0.589508174
American Kestrel,1.910651023,-1.279204306
American Kestrel,2.08453977,-1.054482969
American Kestrel,2.060977996,-0.982586667
American Kestrel,2.29857231,-0.820003283
American Kestrel,2.446856638,-0.732026018
American Kestrel,2.870824912,-1.195781626
American Kestrel,1.570877391,-1.187496212
American Kestrel,2.757786405,-1.168379322
American Kestrel,1.964086887,-1.131332345
American Kestrel,2.231608532,-0.720860722
American Kestrel,2.601377992,-0.860422276
American Kestrel,2.983604672,-1.037781461
American Kestrel,1.781041225,-0.994127158
American Kestrel,1.590521613,-0.968268292
American Kestrel,2.157073732,-0.96001246
American Kestrel,1.929812719,-1.201850842
American Kestrel,2.567374992,-1.401909823
American Kestrel,1.663836826,-1.054430669
American Kestrel,1.874150176,-0.978498584
American Kestrel,2.095710119,-1.263831552
American Kestrel,1.61559839,-0.810912903
American Kestrel,1.636818649,-0.847562918
American Kestrel,2.216645331,-1.238648812
American Kestrel,2.670687395,-1.016721087
American Kestrel,2.074164859,-0.951028885
American Kestrel,1.420630016,-1.087813306
American Kestrel,1.866905687,-1.008136338
American Kestrel,2.325801328,-1.209045549
American Kestrel,2.214162444,-1.33123296
American Kestrel,1.596191855,-1.174780792
American Kestrel,2.099073537,-0.869106488
American Kestrel,1.970177036,-1.104006931
American Kestrel,1.555129515,-1.000722101
American Kestrel,2.240112055,-0.735059152
American Kestrel,2.121184415,-1.112230763
American Kestrel,1.702329596,-1.011499921
American Kestrel,1.955070326,-1.277776526
American Kestrel,2.861598578,-1.189215825
American Kestrel,2.138211773,-0.71872624
American Kestrel,2.198774275,-1.387125473
American Kestrel,2.023492612,-1.04325791
American Kestrel,1.905601357,-1.015396498
American Kestrel,2.857870436,-0.711925973
American Kestrel,2.493617615,-1.204787404
American Kestrel,1.666760472,-0.897434193
American Kestrel,1.62477351,-1.185834865
American Kestrel,2.352010237,-1.171685836
American Kestrel,2.373512556,-0.835896033
American Kestrel,1.938940209,-1.120373497
American Kestrel,1.925776536,-0.932075355
American Kestrel,1.365231079,-1.104057337
American Kestrel,1.71192578,-0.854421435
American Kestrel,1.597958105,-0.954949369
American Kestrel,3.171254307,-0.965262262
American Kestrel,2.252449798,-1.334558887
American Kestrel,1.63339593,-1.193132347
American Kestrel,2.236882443,-1.09144582
American Kestrel,1.848606552,-1.342683987
American Kestrel,3.120690167,-1.218272025
American Kestrel,2.691674814,-1.142831434
American Kestrel,1.380342752,-0.937446995
American Kestrel,1.318488445,-1.086061516
American Kestrel,1.988157381,-1.604603497
American Kestrel,1.820011932,-0.944947095
American Kestrel,1.560503849,-1.05475443
American Kestrel,2.366939593,-1.170549981
American Kestrel,1.778550837,-1.470753389
American Kestrel,1.749188531,-0.843721632
American Kestrel,2.107424039,-1.034007617
American Kestrel,1.744330723,-0.984909784
American Kestrel,1.809533209,-1.350069093
American Kestrel,2.290709268,-0.916963244
American Kestrel,2.755814512,-1.009703182
American Kestrel,2.431575497,-1.239545597
American Kestrel,2.06314518,-1.053510378
American Kestrel,2.315417228,-0.59225461
American Kestrel,2.17339248,-1.197987017
American Kestrel,2.45763022,-1.117625547
American Kestrel,2.087745629,-1.148005711
American Kestrel,2.464643065,-0.663025112
American Kestrel,2.089186553,-0.942956397
American Kestrel,1.633534962,-1.057388797
American Kestrel,1.998538431,-0.898149527
American Kestrel,2.551796406,-1.089291598
American Kestrel,1.857740895,-1.125802203
American Kestrel,1.815003515,-1.178602632
American Kestrel,1.944579615,-1.06008347
American Kestrel,2.214679467,-1.066324768
American Kestrel,1.776658087,-0.986615194
American Kestrel,2.375642644,-1.060609293
American Kestrel,2.483865867,-0.882237443
American Kestrel,2.521890059,-0.863334362
American Kestrel,2.621379751,-1.004476878
American Kestrel,1.893173677,-0.80102462
American Kestrel,1.480195671,-1.268480021
American Kestrel,1.613392383,-1.510149726
American Kestrel,2.160247608,-1.060367595
American Kestrel,1.976324895,-1.308330063
American Kestrel,2.002478478,-0.731322789
American Kestrel,1.161744497,-1.381528397
